Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Segment,State,Sub-Category,Discount,Profit,Quantity,Sales
Furniture,San Diego,United States,CK-12595,Clytie Kelty,12/26/2018,CA-2018-106264,92024,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",West,Consumer,California,Furnishings,0.00%,$1 ,2,$3 
Furniture,San Diego,United States,MS-17530,MaryBeth Skach,11/4/2018,CA-2018-149244,92037,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",West,Consumer,California,Furnishings,0.00%,$13 ,2,$35 
Furniture,San Diego,United States,RD-19900,Ruben Dartt,11/10/2018,CA-2018-158372,92037,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,West,Consumer,California,Furnishings,0.00%,$11 ,2,$40 
Furniture,San Francisco,United States,CM-12115,Chad McGuire,10/2/2021,CA-2021-137414,94109,FUR-FU-10001424,Dax Clear Box Frame,West,Consumer,California,Furnishings,0.00%,$6 ,2,$17 
Furniture,San Francisco,United States,LP-17080,Liz Pelletier,11/11/2020,CA-2020-116722,94110,FUR-FU-10001934,Magnifier Swing Arm Lamp,West,Consumer,California,Furnishings,0.00%,$11 ,2,$42 
Furniture,San Francisco,United States,CL-11890,Carl Ludwig,12/1/2020,US-2020-150035,94122,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,West,Consumer,California,Furnishings,0.00%,$4 ,2,$17 
Furniture,Edmonds,United States,BS-11755,Bruce Stewart,12/29/2021,CA-2021-130631,98026,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,West,Consumer,Washington,Furnishings,0.00%,$21 ,2,$68 
Furniture,Kent,United States,JC-15385,Jenna Caffey,7/8/2021,CA-2021-108560,98031,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",West,Consumer,Washington,Furnishings,0.00%,$99 ,2,$198 
Furniture,Seattle,United States,BN-11515,Bradley Nguyen,9/17/2018,CA-2018-103940,98103,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",West,Consumer,Washington,Furnishings,0.00%,$13 ,2,$35 
Furniture,Seattle,United States,JF-15295,Jason Fortune-,5/15/2021,US-2021-110604,98103,FUR-FU-10000076,24-Hour Round Wall Clock,West,Consumer,Washington,Furnishings,0.00%,$17 ,2,$40 
Furniture,Citrus Heights,United States,MB-17305,Maria Bertelson,7/3/2021,CA-2021-169124,95610,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",West,Consumer,California,Furnishings,0.00%,$54 ,3,$129 
Furniture,Costa Mesa,United States,EH-13945,Eric Hoffmann,12/14/2019,CA-2019-114048,92627,FUR-FU-10004351,Staple-based wall hangings,West,Consumer,California,Furnishings,0.00%,$13 ,3,$29 
Furniture,Los Angeles,United States,BD-11320,Bill Donatelli,8/15/2020,CA-2020-167241,90004,FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,West,Consumer,California,Furnishings,0.00%,$44 ,3,$312 
Furniture,Los Angeles,United States,JF-15190,Jamie Frazer,4/2/2021,US-2021-123281,90008,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,West,Consumer,California,Furnishings,0.00%,$7 ,3,$25 
Furniture,Los Angeles,United States,BD-11725,Bruce Degenhardt,9/28/2021,CA-2021-101574,90032,FUR-FU-10001706,Longer-Life Soft White Bulbs,West,Consumer,California,Furnishings,0.00%,$4 ,3,$9 
Furniture,Los Angeles,United States,BD-11320,Bill Donatelli,11/27/2021,CA-2021-107125,90045,FUR-FU-10000732,Eldon 200 Class Desk Accessories,West,Consumer,California,Furnishings,0.00%,$6 ,3,$19 
Furniture,Los Angeles,United States,LC-16885,Lena Creighton,11/16/2021,CA-2021-157448,90049,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,West,Consumer,California,Furnishings,0.00%,$4 ,3,$12 
Furniture,Los Angeles,United States,LC-16885,Lena Creighton,11/16/2021,CA-2021-157448,90049,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,West,Consumer,California,Furnishings,0.00%,$24 ,3,$120 
Furniture,Oxnard,United States,LW-17125,Liz Willingham,9/11/2018,CA-2018-112837,93030,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",West,Consumer,California,Furnishings,0.00%,$22 ,3,$128 
Furniture,Roseville,United States,MB-18085,Mick Brown,11/16/2021,CA-2021-122945,95661,FUR-FU-10001196,DAX Cubicle Frames - 8x10,West,Consumer,California,Furnishings,0.00%,$5 ,3,$17 
Furniture,San Diego,United States,BS-11665,Brian Stugart,11/17/2019,CA-2019-126725,92105,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,West,Consumer,California,Furnishings,0.00%,$15 ,3,$37 
Furniture,San Francisco,United States,DN-13690,Duane Noonan,6/26/2020,CA-2020-114951,94109,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",West,Consumer,California,Furnishings,0.00%,$6 ,3,$22 
Furniture,San Francisco,United States,KW-16570,Kelly Williams,11/20/2019,US-2019-158589,94109,FUR-FU-10001546,Dana Swing-Arm Lamps,West,Consumer,California,Furnishings,0.00%,$8 ,3,$32 
Furniture,San Francisco,United States,LD-17005,Lisa DeCherney,5/23/2020,CA-2020-142762,94109,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",West,Consumer,California,Furnishings,0.00%,$16 ,3,$37 
Furniture,San Francisco,United States,BW-11200,Ben Wallace,8/12/2018,CA-2018-109897,94122,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",West,Consumer,California,Furnishings,0.00%,$32 ,3,$85 
Furniture,San Francisco,United States,TR-21325,Toby Ritter,12/1/2018,CA-2018-131051,94122,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",West,Consumer,California,Furnishings,0.00%,$29 ,3,$58 
Furniture,San Jose,United States,HA-14905,Helen Abelman,12/12/2019,CA-2019-134075,95123,FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,West,Consumer,California,Furnishings,0.00%,$22 ,3,$167 
Furniture,Westminster,United States,TC-21295,Toby Carlisle,7/14/2021,CA-2021-121048,92683,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",West,Consumer,California,Furnishings,0.00%,$50 ,3,$277 
Furniture,Westminster,United States,TC-21295,Toby Carlisle,7/14/2021,CA-2021-121048,92683,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",West,Consumer,California,Furnishings,0.00%,$8 ,3,$19 
Furniture,Las Cruces,United States,DL-13330,Denise Leinenbach,11/3/2021,CA-2021-143329,88001,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,West,Consumer,New Mexico,Furnishings,0.00%,$17 ,3,$41 
Furniture,West Jordan,United States,SC-20095,Sanjit Chand,11/8/2019,CA-2019-123568,84084,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",West,Consumer,Utah,Furnishings,0.00%,$22 ,3,$67 
Furniture,Seattle,United States,GH-14425,Gary Hwang,6/17/2018,CA-2018-144414,98105,FUR-FU-10003981,Eldon Wave Desk Accessories,West,Consumer,Washington,Furnishings,0.00%,$3 ,3,$6 
Furniture,Seattle,United States,JC-15775,John Castell,10/18/2019,CA-2019-127824,98115,FUR-FU-10002505,Eldon 100 Class Desk Accessories,West,Consumer,Washington,Furnishings,0.00%,$3 ,3,$10 
Furniture,Bakersfield,United States,GM-14500,Gene McClure,5/6/2020,CA-2020-137393,93309,FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",West,Consumer,California,Furnishings,0.00%,$14 ,4,$42 
Furniture,Los Angeles,United States,AG-10390,Allen Goldenen,9/7/2021,CA-2021-107244,90004,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",West,Consumer,California,Furnishings,0.00%,$8 ,4,$20 
Furniture,Los Angeles,United States,PB-19150,Philip Brown,1/13/2019,CA-2019-137526,90004,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",West,Consumer,California,Furnishings,0.00%,$38 ,4,$78 
Furniture,Los Angeles,United States,BG-11740,Bruce Geld,8/30/2020,CA-2020-165995,90008,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",West,Consumer,California,Furnishings,0.00%,$16 ,4,$47 
Furniture,Los Angeles,United States,BP-11230,Benjamin Patterson,4/20/2018,CA-2018-101462,90045,FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",West,Consumer,California,Furnishings,0.00%,$28 ,4,$60 
Furniture,San Diego,United States,JE-15475,Jeremy Ellison,12/18/2020,CA-2020-133795,92037,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",West,Consumer,California,Furnishings,0.00%,$11 ,4,$40 
Furniture,San Diego,United States,BS-11665,Brian Stugart,11/17/2019,CA-2019-126725,92105,FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",West,Consumer,California,Furnishings,0.00%,$29 ,4,$81 
Furniture,San Francisco,United States,GA-14515,George Ashbrook,6/19/2021,CA-2021-138870,94109,FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",West,Consumer,California,Furnishings,0.00%,$21 ,4,$50 
Furniture,San Francisco,United States,RB-19360,Raymond Buch,7/14/2020,CA-2020-109953,94122,FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,West,Consumer,California,Furnishings,0.00%,$10 ,4,$31 
Furniture,Los Angeles,United States,CK-12595,Clytie Kelty,4/8/2020,CA-2020-124233,90032,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",West,Consumer,California,Furnishings,0.00%,$10 ,5,$25 
Furniture,San Diego,United States,RD-19900,Ruben Dartt,11/10/2018,CA-2018-158372,92037,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",West,Consumer,California,Furnishings,0.00%,$15 ,5,$53 
Furniture,San Francisco,United States,JF-15565,Jill Fjeld,6/25/2019,CA-2019-137750,94110,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,West,Consumer,California,Furnishings,0.00%,$57 ,5,$205 
Furniture,San Francisco,United States,MB-17305,Maria Bertelson,10/8/2019,CA-2019-168529,94122,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",West,Consumer,California,Furnishings,0.00%,$63 ,5,$146 
Furniture,San Francisco,United States,RD-19480,Rick Duston,9/15/2021,US-2021-116652,94122,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",West,Consumer,California,Furnishings,0.00%,$106 ,5,$530 
Furniture,San Jose,United States,RM-19375,Raymond Messe,7/7/2020,CA-2020-100965,95123,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",West,Consumer,California,Furnishings,0.00%,$73 ,5,$216 
Furniture,Provo,United States,CA-12265,Christina Anderson,9/14/2019,CA-2019-120362,84604,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",West,Consumer,Utah,Tables,0.00%,$119 ,5,$913 
Furniture,Seattle,United States,JE-15715,Joe Elijah,12/25/2020,CA-2020-105081,98115,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",West,Consumer,Washington,Tables,0.00%,$629 ,5,"$1,747 "
Furniture,Lakewood,United States,TZ-21580,Tracy Zic,12/4/2019,CA-2019-119508,90712,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",West,Consumer,California,Furnishings,0.00%,$9 ,6,$25 
Furniture,Los Angeles,United States,MS-17365,Maribeth Schnelling,11/26/2020,CA-2020-107104,90045,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",West,Consumer,California,Furnishings,0.00%,$298 ,6,$595 
Furniture,Pasadena,United States,RF-19840,Roy Französisch,12/12/2020,CA-2020-136686,91104,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",West,Consumer,California,Furnishings,0.00%,$123 ,6,$384 
Furniture,San Diego,United States,LT-17110,Liz Thompson,11/2/2019,CA-2019-168207,92105,FUR-FU-10004909,Contemporary Wood/Metal Frame,West,Consumer,California,Furnishings,0.00%,$34 ,6,$97 
Furniture,Orem,United States,TM-21010,Tamara Manning,5/31/2019,CA-2019-147788,84057,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,West,Consumer,Utah,Bookcases,0.00%,$141 ,7,"$1,407 "
Furniture,Los Angeles,United States,CB-12415,Christy Brittain,1/23/2020,CA-2020-113656,90036,FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",West,Consumer,California,Furnishings,0.00%,$22 ,7,$60 
Furniture,Los Angeles,United States,SV-20785,Stewart Visinsky,10/20/2019,CA-2019-149097,90045,FUR-FU-10003424,Nu-Dell Oak Frame,West,Consumer,California,Furnishings,0.00%,$24 ,7,$75 
Furniture,Los Angeles,United States,CC-12145,Charles Crestani,1/30/2019,CA-2019-121797,90049,FUR-FU-10001876,"Computer Room Manger, 14""",West,Consumer,California,Furnishings,0.00%,$82 ,7,$227 
Furniture,Oakland,United States,RE-19450,Richard Eichhorn,8/15/2019,CA-2019-142454,94601,FUR-FU-10004018,Tensor Computer Mounted Lamp,West,Consumer,California,Furnishings,0.00%,$28 ,7,$104 
Furniture,San Francisco,United States,JL-15850,John Lucas,3/6/2019,CA-2019-142944,94122,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,West,Consumer,California,Furnishings,0.00%,$96 ,7,$435 
Furniture,San Jose,United States,SC-20305,Sean Christensen,12/24/2020,CA-2020-101651,95123,FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",West,Consumer,California,Furnishings,0.00%,$18 ,7,$44 
Furniture,Seattle,United States,HM-14980,Henry MacAllister,4/27/2021,CA-2021-151281,98105,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,West,Consumer,Washington,Furnishings,0.00%,$39 ,7,$140 
Furniture,Moreno Valley,United States,DN-13690,Duane Noonan,12/22/2020,CA-2020-114860,92553,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,West,Consumer,California,Furnishings,0.00%,$202 ,8,$843 
Furniture,Oceanside,United States,JE-15745,Joel Eaton,11/9/2021,US-2021-141852,92054,FUR-FU-10000023,Eldon Wave Desk Accessories,West,Consumer,California,Furnishings,0.00%,$21 ,8,$47 
Furniture,San Francisco,United States,EP-13915,Emily Phan,12/13/2021,CA-2021-122770,94122,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",West,Consumer,California,Furnishings,0.00%,$54 ,8,$201 
Furniture,Los Angeles,United States,PB-19150,Philip Brown,1/13/2019,CA-2019-137526,90004,FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",West,Consumer,California,Furnishings,0.00%,$93 ,9,$465 
Furniture,Los Angeles,United States,LR-16915,Lena Radford,9/2/2020,CA-2020-126732,90036,FUR-FU-10001889,Ultra Door Pull Handle,West,Consumer,California,Furnishings,0.00%,$31 ,9,$95 
Furniture,North Las Vegas,United States,KM-16720,Kunst Miller,7/26/2018,CA-2018-126760,89031,FUR-FU-10004018,Tensor Computer Mounted Lamp,West,Consumer,Nevada,Furnishings,0.00%,$36 ,9,$134 
Furniture,Farmington,United States,CA-12265,Christina Anderson,7/3/2021,CA-2021-140053,87401,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",West,Consumer,New Mexico,Furnishings,0.00%,$115 ,9,$546 
Furniture,Los Angeles,United States,SC-20725,Steven Cartwright,1/1/2021,CA-2021-144463,90036,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",West,Consumer,California,Furnishings,0.00%,$199 ,11,$474 
Furniture,San Jose,United States,JE-15745,Joel Eaton,4/16/2021,CA-2021-108070,95123,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,West,Consumer,California,Bookcases,15.00%,($6),1,$103 
Furniture,Los Angeles,United States,BS-11755,Bruce Stewart,10/3/2019,CA-2019-126137,90032,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",West,Consumer,California,Bookcases,15.00%,$18 ,2,$121 
Furniture,Los Angeles,United States,CB-12025,Cassandra Brandow,8/28/2019,CA-2019-121188,90049,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,West,Consumer,California,Bookcases,15.00%,$29 ,2,$308 
Furniture,Morgan Hill,United States,RD-19720,Roger Demir,12/3/2020,CA-2020-149762,95037,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,West,Consumer,California,Bookcases,15.00%,($12),2,$206 
Furniture,San Francisco,United States,DC-13285,Debra Catini,10/7/2021,CA-2021-104003,94110,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,West,Consumer,California,Bookcases,15.00%,($14),2,$308 
Furniture,San Francisco,United States,GA-14725,Guy Armstrong,3/30/2018,CA-2018-131247,94110,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,West,Consumer,California,Bookcases,15.00%,($12),2,$206 
Furniture,Lakewood,United States,JM-15535,Jessica Myrick,4/17/2020,CA-2020-108735,90712,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",West,Consumer,California,Bookcases,15.00%,$24 ,3,$257 
Furniture,San Diego,United States,AG-10900,Arthur Gainer,9/5/2019,CA-2019-130785,92105,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",West,Consumer,California,Bookcases,15.00%,($21),3,$293 
Furniture,San Diego,United States,LT-17110,Liz Thompson,11/2/2019,CA-2019-168207,92105,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,West,Consumer,California,Bookcases,15.00%,($30),3,$512 
Furniture,San Francisco,United States,BD-11605,Brian Dahlen,1/13/2018,CA-2018-157147,94109,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",West,Consumer,California,Bookcases,15.00%,$4 ,3,$334 
Furniture,San Francisco,United States,PW-19240,Pierre Wener,12/3/2019,US-2019-145422,94110,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",West,Consumer,California,Bookcases,15.00%,($30),3,$359 
Furniture,San Francisco,United States,BD-11500,Bradley Drucker,11/25/2021,US-2021-133312,94122,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",West,Consumer,California,Bookcases,15.00%,($30),3,$359 
Furniture,San Bernardino,United States,KH-16510,Keith Herrera,11/13/2019,CA-2019-104948,92404,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,West,Consumer,California,Bookcases,15.00%,($40),4,$683 
Furniture,San Diego,United States,AG-10900,Arthur Gainer,9/5/2019,CA-2019-130785,92105,FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",West,Consumer,California,Bookcases,15.00%,($5),4,$411 
Furniture,Los Angeles,United States,HF-14995,Herbert Flentye,4/9/2020,CA-2020-117681,90004,FUR-BO-10001798,Bush Somerset Collection Bookcase,West,Consumer,California,Bookcases,15.00%,$7 ,5,$557 
Furniture,Los Angeles,United States,MS-17365,Maribeth Schnelling,11/26/2020,CA-2020-107104,90045,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,West,Consumer,California,Bookcases,15.00%,$160 ,8,"$3,407 "
Furniture,Los Angeles,United States,CC-12670,Craig Carreira,6/18/2021,CA-2021-112753,90032,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",West,Consumer,California,Bookcases,15.00%,$76 ,9,$918 
Furniture,Los Angeles,United States,AP-10915,Arthur Prichep,11/11/2018,CA-2018-105270,90008,FUR-CH-10000988,Hon Olson Stacker Stools,West,Consumer,California,Chairs,20.00%,$11 ,1,$113 
Furniture,San Francisco,United States,JK-15205,Jamie Kunitz,10/30/2021,CA-2021-123491,94122,FUR-CH-10003061,"Global Leather Task Chair, Black",West,Consumer,California,Chairs,20.00%,($1),1,$72 
Furniture,San Jose,United States,GM-14680,Greg Matthias,5/10/2018,CA-2018-103310,95123,FUR-CH-10002320,Hon Pagoda Stacking Chairs,West,Consumer,California,Chairs,20.00%,$32 ,1,$257 
Furniture,Westminster,United States,JL-15505,Jeremy Lonsdale,8/7/2021,CA-2021-156776,92683,FUR-CH-10002317,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,West,Consumer,California,Chairs,20.00%,$26 ,1,$207 
Furniture,Seattle,United States,JF-15295,Jason Fortune-,5/15/2021,US-2021-110604,98103,FUR-CH-10004287,SAFCO Arco Folding Chair,West,Consumer,Washington,Chairs,20.00%,$25 ,1,$221 
Furniture,Redmond,United States,SA-20830,Sue Ann Reed,12/22/2020,CA-2020-167507,97756,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",West,Consumer,Oregon,Furnishings,20.00%,$5 ,1,$23 
Furniture,Long Beach,United States,GT-14755,Guy Thornton,2/18/2019,CA-2019-105725,90805,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,West,Consumer,California,Tables,20.00%,($1),1,$36 
Furniture,Phoenix,United States,ML-17410,Maris LaWare,7/18/2021,US-2021-142573,85023,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",West,Consumer,Arizona,Chairs,20.00%,$10 ,2,$162 
Furniture,Los Angeles,United States,HF-14995,Herbert Flentye,5/26/2018,CA-2018-158029,90008,FUR-CH-10000988,Hon Olson Stacker Stools,West,Consumer,California,Chairs,20.00%,$23 ,2,$225 
Furniture,Los Angeles,United States,DB-13660,Duane Benoit,9/23/2021,CA-2021-121853,90036,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,West,Consumer,California,Chairs,20.00%,$59 ,2,$595 
Furniture,Modesto,United States,JA-15970,Joseph Airdo,9/7/2021,US-2021-150070,95351,FUR-CH-10004860,Global Low Back Tilter Chair,West,Consumer,California,Chairs,20.00%,($28),2,$162 
